old_entrez_gene_id	new_entrez_gene_id	date
362157	362156	20080923
362159	501281	20080923
362168	311218	20050615
362174	362173	20051130
362177	690634	20090106
362189	691209	20071025
362192	171576	20060422
362206	691729	20110601
362207	679712	20071023
362209	296117	20070224
362213	171365	20050504
362230	311508	20100205
362254	680111	20080923
362259	680616	20080923
362270	259270	20050504
362292	691966	20081021
362305	362304	20080923
362310	29184	20050510
362318	362317	20070130
362327	296936	20050509
362338	688705	20071019
362348	103690254	20151110
362351	312275	20050506
362352	297025	20080923
362355	500105	20120920
362357	312299	20080923
362373	103694218	20150729
362380	689788	20080923
362381	114120	20080923
362386	680117	20100204
362389	297387	20070224
362390	24171	20050503
362411	494021	20050507
362413	679713	20080923
362420	680858	20080923
362422	680915	20080923
362446	689757	20071109
362448	690045	20100202
362449	690326	20050508
362476	297797	20080923
362478	362477	20080923
362480	681377	20150729
362509	679819	20080923
362531	100361323	20120918
362536	100910558	20150813
362538	502957	20150816
362552	84598	20050217
362561	100911395	20071109
362562	100911395	20170411
362569	29421	20050510
362571	313535	20080923
362577	679620	20071109
362596	360230	20080524
362616	100359977	20071109
362620	25392	20060104
362655	500584	20071109
362660	100360180	20150312
362663	500590	20081009
362664	362665	20100202
362684	362683	20071109
362689	314198	20050624
362692	313865	20080923
362695	120103468	20210310
362705	362704	20050508
362709	24240	20050510
362714	170670	20050505
362716	685859	20090105
362742	368070	20090106
362748	102548559	20151110
362755	366669	20080923
362771	314393	20080923
362785	314442	20050503
362786	691318	20080923
362815	685179	20151028
362816	685867	20210901
362823	314647	20081002
362847	314655	20120926
362852	689226	20071109
362864	362863	20051207
362872	500824	20080923
362887	299827	20080923
362888	500841	20150729
362909	314949	20080923
362917	690068	20151030
362932	500892	20050504
362933	500892	20050505
362939	362938	20090106
362948	102555083	20210331
362961	315135	20080923
362982	689314	20080913
362989	690262	20080927
363003	681352	20080910
363011	299511	20050503
363041	120094107	20240730
363046	681380	20071109
363075	691501	20090106
363079	691517	20071109
363092	315798	20100204
363097	691849	20050510
363105	501026	20080923
363124	315969	20080923
363148	316005	20050510
363149	316009	20050510
363154	363153	20080919
363155	501083	20130406
363157	363158	20090106
363173	315508	20051004
363176	102551325	20150728
363177	501088	20080923
363180	367620	20150728
363183	501095	20080917
363191	680835	20191218
363204	301295	20080923
363230	252893	20090106
363234	363235	20050506
363238	689253	20140227
363245	316457	20080923
363280	368088	20100205
363290	373542	20050509
363299	50685	20050510
363300	24884	20050510
363301	102549583	20210306
363309	100361417	20080610
363311	29225	20050504
363313	102552540	20150729
363324	302083	20210306
363337	108348293	20210505
363345	302083	20150728
363375	365567	20050510
363380	685668	20150729
363387	66012	20050510
363399	362758	20150728
363417	302022	20150729
363430	365567	20050510
363431	365567	20050510
363432	292316	20071109
363433	100360856	20150729
363434	685668	20150729
363470	501563	20051004
363523	102552182	20150729
363524	24565	20050510
363528	304709	20160810
363536	689142	20110818
363553	685451	20080923
363557	497878	20080917
363569	120095068	20210310
363602	501694	20150729
363617	691853	20151028
363635	102555366	20150813
363645	100360724	20150728
363647	497961	20080923
363659	688900	20090124
363667	690286	20151030
363688	498015	20080923
363694	102551167	20150729
363695	100909607	20150728
363699	140586	20060421
363704	100364984	20150818
363706	100360582	20131120
363709	690853	20080923
363711	117251	20150728
363722	100911342	20210306
363733	100909746	20150729
363750	498066	20080923
363772	102548280	20150728
363804	120095533	20210310
363816	363815	20130410
363839	287927	20080923
363857	689004	20130410
363885	102547331	20150729
363890	685409	20120626
363894	102554231	20150729
363897	120095899	20210310
363898	288549	20150728
363916	103691509	20150729
363919	689936	20080516
363954	100910715	20210306
363983	681145	20080923
364010	102552334	20210306
364027	680415	20150816
364034	120096180	20210310
364038	103693679	20150729
364059	103692455	20150729
364063	102553199	20150729
364074	360896	20050505
364084	171451	20120626
364087	689060	20050504
364091	689892	20130410
364102	100360122	20131213
364117	100909727	20150729
364121	103692672	20220709
364122	305236	20080923
364151	498358	20080923
364167	689021	20071109
364182	365320	20101102
364186	100910250	20150729
364193	289796	20130402
364194	498411	20080923
364204	689106	20071109
364230	680377	20100131
364233	688879	20071109
364254	679527	20071109
364258	680062	20120626
364274	102549905	20150729
364278	103693281	20150729
364295	102555736	20150729
364299	690201	20071109
364321	100361113	20131213
364336	290071	20051208
364346	691148	20071109
364379	290071	20071023
364383	691447	20080810
364390	100910840	20210306
364392	103693597	20150728
364400	102552418	20150729
364433	498547	20050505
364495	691076	20120626
364518	120097480	20210310
364523	498596	20080923
364539	317036	20210306
364547	290692	20150729
364557	498622	20080923
364571	103693950	20150729
364628	108348292	20150729
364635	364634	20060325
364641	689377	20080927
364672	681410	20100205
364687	102548261	20150728
364710	291105	20080923
364733	681092	20100203
364771	498789	20090821
364775	690369	20110729
364791	103694155	20150728
364794	103694139	20150728
364800	498781	20150729
364802	363611	20131120
364813	498823	20080923
364815	291773	20080923
364820	100909691	20150729
364822	364823	20080923
364833	686063	20120626
364840	393085	20050510
364860	100909759	20210316
364869	685394	20050505
364897	120098283	20210310
364907	100911388	20210306
364909	103694250	20150729
364925	498902	20100205
364927	103694282	20150729
364929	100910244	20150729
364947	103694292	20150729
364987	102547349	20150729
364997	689421	20080923
365001	100362565	20200129
365021	691504	20110617
365028	307949	20150729
365031	679836	20111018
365034	120098773	20210310
365043	114005	20050510
365056	444986	20080923
365081	120099106	20210310
365099	499022	20081223
365103	683722	20151028
365118	685793	20080703
365144	689228	20050510
365158	690198	20080703
365166	685450	20071109
365184	100912013	20210331
365186	691625	20071109
365195	134485102	20210306
365196	100909780	20120626
365200	120098246	20210310
365207	100362394	20120626
365210	102550882	20150729
365214	102548230	20150821
365223	499114	20050510
365230	689199	20050510
365234	499129	20080923
365260	100910803	20210306
365264	691477	20050510
365273	120097335	20130212
365296	686118	20080703
365315	84379	20100203
365344	108349440	20131213
365420	691398	20080923
365421	103691298	20150728
365422	499328	20070112
365433	103691318	20150728
365443	102546806	20150729
365449	54286	20070413
365454	246097	20050510
365472	102551389	20150729
365526	499400	20080529
365543	24984	20050504
365545	690357	20050510
365561	361839	20100131
365618	103691403	20150729
365653	680124	20071109
365658	681185	20151028
365662	365661	20151028
365665	84391	20050510
365721	685646	20080923
365726	499566	20080923
365732	102553273	20150729
365764	294924	20090729
365785	103691547	20050510
365794	499615	20050509
365809	29737	20050402
365810	100909772	20150729
365847	685912	20080923
365856	103691637	20150729
365860	502566	20050510
365866	499672	20050505
365887	29632	20050510
365902	100363095	20110929
365909	100359946	20110929
365913	103691677	20151113
365914	103689940	20151113
365917	103691702	20150729
365922	691730	20050510
365940	120100618	20210310
365969	287478	20130302
365981	690911	20150821
365989	678745	20111018
366002	499745	20080923
366019	100362059	20151029
366054	102552919	20150729
366058	103691811	20150728
366083	688999	20071109
366092	100910935	20150729
366154	691209	20080903
366161	364803	20150728
366173	102552199	20151029
366177	60423	20050504
366194	120101668	20150729
366208	102555215	20150728
366210	100912563	20151113
366228	689704	20070303
366230	689988	20080923
366236	499931	20100204
366246	685161	20080923
366259	499947	20090106
366272	114588	20050510
366279	114123	20150729
366283	690891	20090106
366284	690894	20080703
366288	100328908	20150821
366304	361325	20071109
366332	689695	20080923
366334	102553984	20150729
366340	313125	20151029
366341	103692341	20150728
366372	685229	20090313
366379	298109	20131213
366399	298189	20050507
366413	100910489	20150729
366419	102552850	20150728
366499	691196	20050510
366500	103692519	20150729
366513	500592	20080923
366527	100911955	20150728
366544	102551687	20150729
366566	259229	20050504
366572	252833	20070210
366577	103692611	20150728
366665	103690069	20150729
366670	102546833	20150729
366673	100359512	20151113
366674	103692669	20150729
366682	680819	20071109
366684	680786	20071109
366687	503041	20071109
366700	103692683	20071109
366723	690575	20080923
366747	314492	20151105
366749	102551538	20131213
366764	299446	20071109
366824	29228	20050505
366828	690820	20080523
366829	120093758	20131227
366833	120093533	20150728
366842	120093838	20210310
366849	405554	20190614
366866	100909955	20150729
366870	102547965	20150729
366871	680737	20080927
366887	100911424	20150728
366919	689284	20070222
366950	680860	20050510
366956	500904	20090106
366961	685900	20081017
366968	689443	20120626
366987	100362912	20120626
366993	315324	20050615
366996	100911859	20150519
366999	102554992	20150729
367000	688730	20080927
367017	102551865	20151113
367022	100911084	20151113
367025	690235	20050510
367046	367196	20120626
367053	680127	20080923
367063	100910582	20210316
367093	691203	20050506
367169	679586	20050510
367170	301014	20050623
367174	100910205	20150822
367179	501065	20131110
367187	24157	20050508
367198	685055	20120626
367201	316153	20210306
367261	25459	20051201
367311	103693239	20150414
367326	301737	20070210
367336	689280	20071109
367339	102549517	20150728
367342	102550452	20150729
367363	102556403	20150729
367376	103693525	20150729
367381	103690742	20210306
367407	503350	20150728
367429	100912155	20150728
367441	103693793	20150729
367445	688898	20071109
367474	685429	20050510
367485	501467	20150729
367493	501421	20150729
367516	120098581	20210310
367523	501467	20150729
367545	120101494	20210310
367582	367356	20071109
367597	120099637	20210310
367618	120099733	20210310
367646	100362785	20120626
367688	365460	20150819
367706	100912044	20150813
367723	691655	20071109
367728	120099325	20210310
367735	302548	20071109
367754	680591	20071109
367779	685626	20071109
367814	100910782	20150729
367816	102551195	20150729
367880	120099229	20210310
367922	100910230	20210306
367934	25236	20050506
367937	685790	20071109
367950	679158	20151030
367976	316273	20131120
367979	116685	20050504
367980	24553	20050505
367981	24421	20050506
367982	287170	20050507
367983	303008	20050508
367984	360505	20050509
367985	287168	20050510
367986	360504	20050510
367987	287167	20050510
367988	360503	20050510
367989	287166	20050217
367990	288599	20050510
367993	360790	20050510
367995	304396	20050504
367996	360788	20050217
367997	304592	20050505
367998	360787	20050506
367999	360786	20050507
368003	288595	20050504
368004	288593	20050505
368007	84492	20050510
368010	291448	20050510
368012	361640	20050510
368013	361643	20050510
368015	293628	20050510
368016	293627	20050921
368017	309112	20050504
368018	361676	20050505
368019	293626	20050217
368020	309111	20050506
368021	361675	20050507
368022	309434	20050508
368023	293991	20050509
368024	361763	20050510
368025	309433	20050510
368026	294010	20050510
368027	309454	20050510
368028	294009	20050510
368029	309453	20050510
368030	309452	20050510
368031	309451	20050510
368032	309381	20050510
368033	686098	20050428
368035	309373	20050503
368036	309374	20050504
368037	293949	20050505
368038	293950	20050506
368039	361762	20050217
368040	309376	20050507
368041	25230	20050508
368045	309932	20050217
368046	315923	20050505
368047	310653	20050506
368048	310652	20050507
368050	311362	20050510
368051	311360	20050510
368052	311359	20050510
368053	502663	20050510
368055	311860	20050510
368057	103692131	20160730
368058	297099	20050510
368059	296836	20050510
368060	362317	20050510
368061	362317	20050510
368063	296911	20050504
368064	24255	20050505
368069	58817	20050510
368072	315338	20050510
368073	363007	20050217
368074	368178	20050510
368075	315341	20050510
368076	299907	20050510
368077	363231	20050510
368079	306817	20050510
368083	360831	20060625
368085	24553	20050504
368086	493810	20050510
368087	316599	20050615
368090	363443	20050510
368092	363442	20050510
368093	287569	20050510
368094	688900	20050510
368095	303007	20050510
368096	288602	20050510
368098	288588	20050510
368099	288587	20050510
368100	304393	20050510
368101	288597	20050510
368104	304689	20050510
368106	305466	20050510
368107	305467	20050510
368110	364879	20050510
368111	364878	20050510
368113	293808	20050504
368114	293809	20050505
368115	293810	20050506
368116	293812	20050507
368117	293813	20050508
368118	293815	20050509
368119	308958	20050510
368121	365314	20050510
368123	293625	20050510
368124	309110	20050510
368127	309525	20050510
368129	293271	20050504
368130	293273	20050505
368132	293278	20050507
368133	293279	20050508
368134	293280	20050509
368135	365330	20050510
368136	246097	20050510
368137	120097610	20050510
368138	309377	20050510
368140	365324	20050510
368141	293214	20050510
368142	365326	20050510
368143	293215	20050510
368144	293218	20050510
368145	365327	20050510
368146	293221	20050510
368147	293222	20050510
368148	293223	20050510
368149	365328	20050510
368152	309603	20050510
368156	365627	20050506
368159	103691425	20050504
368162	311361	20050510
368163	311358	20050510
368165	296102	20050510
368166	366174	20050510
368167	311355	20050510
368169	366017	20050510
368170	311861	20050510
368176	300262	20050504
368177	100911859	20050505
368179	24459	20050507
368180	100911305	20050508
368181	301299	20050509
368197	24907	20050510
368198	24907	20050510
369026	394266	20050505
369142	369187	20050510
378476	29277	20151113
393091	120098165	20220113
394267	366894	20050504
394268	499619	20081004
404642	252960	20051104
404646	282547	20220708
404650	298199	20060420
404651	300095	20070420
404655	293648	20050510
404656	691194	20150819
404659	309133	20050504
404661	502338	20080514
404791	296042	20230707
404801	499860	20050625
404902	288806	20240604
404905	366802	20230708
404927	500780	20050625
404957	288789	20230708
405154	500951	20050625
405435	287001	20050503
405484	108350560	20180912
405735	405733	20190614
405905	170816	20050217
405978	286959	20050507
405979	286913	20050508
405989	287245	20050510
405992	252887	20050503
406007	309574	20050503
406009	294158	20050217
406064	134487069	20240412
406197	686254	20091003
406198	682408	20151113
406201	499401	20091017
406234	116477	20100528
406861	294268	20091020
406862	686048	20091020
406863	684148	20090929
408249	29666	20050217
414825	294208	20091017
415054	361790	20091016
415061	294241	20050507
415091	294284	20050509
432356	304807	20050510
432357	300339	20151113
432359	290567	20080916
432379	312195	20070202
445263	306330	20050510
445333	361598	20080523
445334	306574	20061108
445335	294515	20080220
445336	361388	20080528
445337	362145	20080524
445348	499149	20151115
445349	314384	20080524
445350	302973	20061106
445351	305434	20151115
445352	301287	20080528
445353	293860	20090105
445354	307309	20080528
445356	362734	20080524
445357	289734	20061108
445369	300129	20080528
445370	499474	20080529
445438	363058	20151115
445439	296474	20110126
445440	25529	20100629
445443	364382	20151115
445444	365603	20061108
445445	501099	20061228
445446	294900	20230204
445447	501699	20130206
445448	100361166	20131124
445544	680532	20080524
446141	291671	20151115
446142	297459	20061108
446143	100196907	20151115
448988	408242	20050503
450129	171071	20100305
450221	292022	20051012
493749	309374	20080523
493750	288038	20151115
493751	315151	20080528
493752	266803	20151115
493811	282587	20060412
493863	500113	20051001
493864	500112	20051001
493912	304218	20070818
494256	102551504	20210528
494281	108349838	20210528
494293	100312751	20210604
494314	108348088	20191220
494536	294134	20050504
494537	364261	20050505
494543	319105	20050510
497034	24294	20050507
497035	497672	20050508
497036	360254	20050509
497037	29716	20050510
497038	25509	20050510
497663	54244	20060625
497664	117242	20060625
497665	286934	20060625
497666	114110	20060625
497667	246235	20060625
497668	65048	20060625
497673	64512	20060625
497674	29477	20060625
497675	266777	20060625
497676	29210	20060430
497677	288280	20050616
497678	25743	20060430
497679	360730	20050616
497680	64023	20050721
497681	25666	20050616
497682	360254	20050616
497683	252860	20050616
497684	50522	20050616
497685	29539	20050616
497686	494199	20050616
497687	116719	20050616
497688	360863	20050616
497689	84493	20050616
497690	59320	20050616
497691	171457	20050616
497692	89789	20050616
497694	79110	20050616
497695	364128	20071109
497696	60393	20050616
497697	140935	20050616
497698	64351	20050616
497699	286932	20050616
497700	155423	20050616
497701	171485	20050616
497702	290032	20060625
497703	266760	20050616
497704	58982	20050616
497705	364594	20050616
497706	83720	20050616
497707	81721	20050616
497708	79114	20050616
497710	291023	20050616
497711	306844	20050616
497712	306860	20060625
497713	64826	20060625
497714	364729	20050616
497715	85419	20050616
497716	114300	20050616
497717	302470	20050616
497718	83501	20060625
497719	117028	20051119
497720	29150	20060430
497721	25133	20060430
497722	116685	20060625
497723	83629	20060625
497724	24629	20060430
497725	83686	20050616
497726	171547	20060625
497727	361442	20060625
497728	29721	20060625
497729	282546	20111018
497730	24926	20050921
497731	78960	20060625
497733	54281	20060625
497734	85258	20080703
497736	192189	20060625
497737	171459	20050621
497738	116595	20060625
497739	59087	20060430
497740	338474	20050621
497741	293743	20050512
497742	361745	20050621
497743	54308	20050621
497744	406199	20050621
497745	81681	20050512
497746	114102	20050621
497747	170907	20050621
497748	29636	20050621
497749	25203	20050621
497750	25513	20050621
497751	117512	20060430
497752	25409	20050621
497753	25647	20050621
497754	64394	20060625
497755	310448	20050621
497758	64047	20060625
497759	25393	20050921
497760	64183	20050622
497763	295401	20050618
497764	81656	20050516
497765	117284	20060625
497766	64159	20051119
497767	24693	20060430
497771	311098	20050622
497772	29216	20050622
497773	83624	20060625
497774	81739	20050622
497776	266807	20050618
497777	64469	20050721
497780	25031	20050622
497781	286924	20060202
497782	170913	20050618
497783	24553	20050622
497784	25613	20060430
497785	259242	20060625
497788	100312735	20060625
497789	114206	20060625
497790	54279	20071109
497791	27256	20060430
497793	297530	20060625
497795	171393	20060625
497797	260324	20060625
497800	29335	20060430
497802	140808	20060625
497804	84550	20051104
497805	25163	20060430
497806	286973	20060625
497807	25392	20060104
497808	156767	20060625
497809	25069	20060430
497810	474147	20060625
497812	65190	20060625
497813	29258	20080916
497816	54702	20060625
497817	116508	20060625
497818	299247	20060625
497821	83711	20060625
497822	171081	20060625
497823	171044	20080703
497824	56827	20111018
497825	25497	20060426
497826	59312	20060625
497828	140595	20060430
497830	367085	20060625
497831	300901	20060625
497832	89821	20060625
497833	29138	20060430
497834	81685	20060625
497835	56082	20060625
497836	316258	20060625
497837	360445	20060625
497841	24232	20050921
497842	66012	20100428
497844	192179	20060430
497845	79223	20060625
497846	116967	20060625
497847	66027	20060625
497849	24582	20060430
497850	100362470	20120626
497866	360479	20060625
497911	691468	20120626
497963	24599	20210306
497966	363658	20150729
498023	498021	20210306
498026	690323	20100428
498032	287885	20060625
498043	102552243	20150729
498080	685767	20120626
498086	100362689	20120626
498091	257645	20071023
498094	288045	20060129
498121	685789	20071109
498135	120095925	20210310
498147	102546559	20150729
498164	498165	20150729
498167	304368	20210306
498177	102556092	20230218
498178	100909949	20150822
498191	288700	20060625
498201	498190	20120626
498205	114481	20210316
498224	548326	20060625
498240	155012	20050625
498279	25441	20090109
498292	689786	20131213
498294	305012	20090609
498303	102554131	20150728
498304	103693693	20150729
498343	100910703	20150729
498375	100360856	20210310
498379	100363528	20120626
498383	103693770	20150729
498396	102555079	20150822
498403	685462	20071109
498405	305491	20151105
498410	360980	20071109
498413	688553	20070910
498426	680121	20210306
498429	305610	20150822
498435	103690086	20150729
498438	83731	20100428
498444	361012	20150728
498446	361099	20210306
498450	102554675	20150728
498451	289934	20071109
498459	103693288	20150729
498471	102550211	20150729
498474	498465	20150728
498493	498492	20050624
498500	691088	20071109
498503	685078	20071109
498519	29269	20150729
498520	171290	20111018
498526	364393	20060430
498537	102556378	20150729
498539	25416	20051108
498569	691322	20120626
498584	100910026	20150729
498590	102553110	20150728
498614	679663	20071109
498621	364556	20081002
498661	100364062	20071109
498696	681410	20220319
498711	689437	20210306
498716	100911018	20210306
498719	102554838	20210331
498723	103694056	20120626
498742	498741	20090919
498746	691549	20111018
498747	102546803	20150729
498748	691549	20150729
498756	291361	20150728
498766	686142	20120626
498770	688970	20111018
498783	689560	20080201
498784	689560	20060625
498786	114300	20150729
498808	364798	20060625
498822	102555112	20150729
498827	679154	20210306
498832	498831	20151105
498835	364837	20060625
498844	291645	20050516
498845	548104	20051124
498853	103694264	20150729
498871	103694226	20150729
498872	307414	20150516
498895	689153	20120626
498931	364981	20060625
498937	24326	20111229
498968	361441	20060625
498969	102547637	20150729
498976	292461	20060625
499053	102546709	20150728
499055	361485	20150519
499062	134484882	20240519
499078	292594	20111018
499085	305549	20080918
499092	680765	20080703
499093	102548503	20210331
499098	100911309	20210306
499110	102554136	20210331
499112	103690162	20160702
499115	292757	20060625
499116	114207	20050624
499117	114207	20050624
499137	102555672	20230210
499144	102556967	20151105
499166	102554921	20210306
499199	102547675	20150729
499200	293098	20060625
499250	691397	20111018
499274	170568	20050625
499290	103691264	20150728
499310	684771	20100428
499315	191572	20090126
499318	100910973	20150813
499321	103691294	20150728
499363	103689959	20210306
499379	361776	20060625
499384	102546709	20150728
499392	290627	20130302
499403	406170	20060625
499416	294329	20060625
499423	100364062	20150728
499534	102556643	20150729
499535	102556643	20150729
499550	120100998	20150729
499562	100913005	20150729
499574	679900	20111018
499590	361924	20050520
499592	685894	20071109
499613	103691564	20150728
499631	361953	20111018
499636	304807	20210316
499648	295168	20150728
499667	100911679	20150728
499676	690131	20230207
499685	102551840	20150728
499699	362031	20060625
499729	103691736	20150729
499730	310958	20100428
499736	360580	20150822
499795	295635	20070424
499815	84015	20050805
499816	84015	20050805
499820	680315	20071109
499822	296455	20060625
499827	404845	20120626
499845	690841	20071109
499851	687694	20100428
499884	679906	20071005
499894	108350566	20210310
499930	499929	20130502
499932	679863	20071109
499942	685170	20071109
499950	100362102	20120626
499969	120102456	20210310
499977	103692025	20220208
499984	29184	20151105
499996	120094168	20210310
500002	246150	20050827
500003	246150	20050827
500012	103692072	20150728
500015	103690031	20210331
500020	680561	20071109
500026	296884	20130214
500041	24255	20060625
500049	296936	20120626
500055	685895	20071109
500071	688916	20071109
500073	103692092	20150728
500075	100910662	20210306
500080	503568	20060625
500082	688705	20071019
500125	103690130	20150903
500127	103692131	20080906
500130	103690342	20160702
500135	297113	20130402
500136	688511	20071109
500146	103694894	20150728
500150	100912924	20151124
500171	690186	20120626
500195	102549228	20151124
500201	691161	20071109
500210	102554402	20150728
500217	102553194	20150729
500229	680576	20071109
500238	102549803	20150728
500268	103692196	20150729
500326	103692234	20150729
500329	688749	20071109
500352	108348150	20210331
500365	691337	20071005
500376	292381	20130302
500404	685709	20071109
500443	100912292	20130830
500471	259247	20050625
500484	100359528	20120626
500509	140581	20080513
500522	102548397	20150729
500525	298423	20050629
500529	500528	20051020
500533	298447	20060625
500539	362580	20150813
500547	363248	20110416
500550	366473	20100428
500565	120103180	20210310
500579	313672	20060625
500583	691228	20150728
500591	362665	20100910
500599	313775	20060625
500602	691715	20071109
500605	679771	20071109
500621	170670	20070501
500642	687001	20120626
500670	690217	20060625
500671	690217	20091208
500672	299131	20060625
500691	299186	20150729
500698	503053	20111018
500699	503053	20100428
500703	120103431	20210310
500710	100360358	20120626
500722	691318	20071109
500730	100360568	20120626
500731	691714	20071109
500734	691697	20071109
500737	314487	20210122
500742	691822	20071109
500743	691878	20131213
500748	362799	20071109
500757	680627	20111018
500767	404946	20071109
500768	404945	20071109
500770	288868	20071109
500771	404942	20071109
500772	405271	20071109
500808	691646	20111018
500819	679534	20111018
500849	362893	20070127
500856	553106	20050515
500872	362912	20060625
500976	405395	20071109
500977	405087	20071109
500979	102555114	20150729
500984	102555063	20150729
501015	108351734	20210331
501019	29650	20150729
501051	102550160	20150729
501055	290868	20131120
501076	24875	20151115
501080	367059	20150729
501086	316153	20150729
501089	100360856	20150729
501098	316209	20130405
501119	689973	20071109
501128	501127	20150729
501182	102553120	20150728
501188	301634	20060625
501189	116696	20151124
501193	367321	20060625
501197	102547608	20150729
501207	316426	20070424
501210	103690939	20150729
501217	108353187	20210310
501220	688450	20111018
501234	501421	20150729
501235	685989	20150729
501248	100360856	20071109
501274	100363225	20150729
501291	501335	20150729
501292	501467	20150729
501299	501467	20150729
501306	501421	20150729
501308	102547811	20150729
501317	501467	20210306
501326	108353187	20210310
501327	367515	20111018
501329	102552540	20150729
501332	685369	20071109
501333	103690177	20150729
501346	685989	20210306
501350	102547713	20150728
501377	102552540	20150729
501397	363181	20060625
501400	367620	20150728
501422	501335	20150729
501427	102550466	20150729
501428	102550211	20060625
501429	498470	20060625
501430	305806	20060625
501445	120094603	20210310
501458	366788	20071109
501463	306659	20120626
501469	501421	20150729
501473	301906	20111018
501474	102552540	20150729
501491	100361476	20220305
501514	102547419	20150729
501557	103690824	20150728
501566	367808	20060625
501581	102546630	20150729
501586	102551035	20150729
501590	102548506	20150728
501597	317224	20150728
501613	120099349	20210310
501631	100910221	20210306
501635	681109	20111018
501648	317312	20060625
501668	108348153	20200128
501670	680663	20080516
501693	102552619	20150728
501703	103693370	20150728
501719	680152	20111018
501725	100910731	20210331
501730	287750	20051122
501741	501745	20210306
501809	100910238	20210306
501811	100361826	20210306
501814	100910733	20210306
501825	685262	20120626
501845	363899	20150728
501853	304759	20120626
501856	682930	20150729
501867	102549054	20150728
501870	100310811	20120626
501876	103693700	20150729
501885	690161	20071109
501889	501902	20150729
501895	102549607	20150729
501897	100363333	20071109
501900	501890	20210306
501904	685907	20210306
501912	690322	20111018
501931	689805	20071109
501937	501901	20210331
501939	680377	20071109
501953	102550466	20150729
501956	679982	20071109
501970	108352002	20210310
501976	689246	20120626
501979	103693457	20150729
501982	691058	20071109
501984	685078	20131213
501988	691122	20131213
502002	691668	20150729
502003	120097132	20210310
502008	171290	20131213
502018	103693707	20150729
502048	103693904	20150728
502051	502047	20210306
502052	102553007	20150729
502053	103693904	20150728
502055	102551632	20150729
502059	100362043	20120626
502061	685599	20210306
502093	290818	20150729
502134	681373	20130405
502140	108353138	20210310
502141	691693	20071109
502145	690369	20110729
502147	100361092	20150729
502156	102552796	20151029
502164	502163	20150729
502165	291595	20150728
502170	689008	20070426
502180	100909457	20210306
502191	103694291	20150729
502211	100911926	20150729
502216	100360931	20100428
502235	120098094	20150729
502238	502237	20071109
502243	102546375	20210310
502249	685793	20150729
502251	102546375	20210310
502268	100910657	20210310
502270	365117	20071109
502295	691325	20210316
502310	103691072	20230201
502324	690000	20071109
502327	691031	20090429
502336	102546987	20150728
502337	102552286	20150729
502350	103691193	20150729
502354	405405	20101101
502355	100912673	20150813
502360	102554102	20151124
502365	691519	20111018
502377	103691292	20150728
502382	691398	20111018
502417	690847	20101102
502444	680525	20071109
502449	294497	20071109
502453	502458	20071109
502475	680963	20100428
502505	103691450	20150729
502513	685151	20120626
502544	686143	20071109
502547	100911153	20210306
502551	688928	20071109
502552	502566	20071109
502559	502566	20150729
502560	502573	20120626
502626	103691783	20150728
502628	102552719	20150729
502630	102554446	20150728
502646	100359810	20071109
502683	100912624	20150729
502697	366270	20071109
502781	100362602	20071109
502797	690247	20071109
502799	102552841	20210127
502807	679997	20071109
502829	502832	20071109
502836	500192	20120626
502840	502838	20071109
502897	120102397	20210310
502904	494206	20210310
502917	102551244	20150729
502940	102549173	20210306
502958	690903	20150729
502963	100909643	20210310
502964	502961	20150729
502965	120103158	20210310
502974	100910132	20210306
502975	102552337	20150728
502976	108351104	20210306
503016	120093229	20210310
503031	103692653	20150729
503044	680999	20071109
503046	366686	20071109
503055	503053	20071109
503057	503053	20210310
503066	691808	20210122
503107	102551538	20210127
503113	689855	20071109
503149	120093875	20210310
503178	362969	20070430
503192	100361503	20151106
503200	405584	20071109
503216	691658	20120626
503225	102551788	20150729
503234	103693185	20150729
503253	100910813	20150822
503282	120099679	20210310
503297	102549278	20071109
503305	503350	20120626
503323	688921	20150728
503325	257642	20081231
503326	302022	20150729
503338	691387	20150729
503353	367430	20120626
503354	302280	20120626
503356	367583	20120626
503358	680504	20111018
503361	365085	20150728
503371	685818	20111018
503374	367447	20150729
503391	302022	20150729
503410	502488	20071109
503447	686070	20071109
503490	501738	20131122
541464	404976	20050508
554364	688786	20080903
619380	56817	20120511
641363	29683	20051119
652998	100362580	20240502
654471	689779	20070126
654808	100360772	20151106
678700	366715	20101101
678705	690117	20150729
678735	680786	20150728
678752	102547021	20150728
678755	102550466	20150729
678757	678701	20071109
678758	56814	20071109
678761	365256	20131213
678762	170568	20101222
678767	689629	20071109
678768	295012	20111018
678771	689816	20071109
678773	681311	20071109
678774	689443	20210306
678776	689477	20071109
678782	689617	20071109
678784	690933	20071109
678786	100910914	20210306
678787	691721	20071109
678791	680327	20071109
678795	681092	20100203
678796	308100	20210306
678800	685935	20071109
678802	689606	20071109
678803	365854	20120626
678806	120102829	20071109
678807	690894	20071109
678808	691877	20071109
678809	689947	20071109
678810	685448	20080703
678812	691970	20111018
678818	103691547	20071109
678819	100361009	20120626
678820	500410	20071109
678821	681378	20071109
678822	689783	20071109
678823	415020	20071109
678824	678719	20071109
678826	686098	20080703
678829	100360973	20120626
678830	691287	20111018
678831	171362	20101028
678832	685856	20071109
678833	680282	20071109
678834	680130	20071109
678835	678739	20071109
678836	686032	20100919
678842	685961	20071109
678843	102553587	20140409
678844	108351309	20210122
678847	688562	20071109
678848	100911724	20071109
