old_entrez_gene_id	new_entrez_gene_id	date
29621	25041	20050510
29626	83826	20050510
29638	301059	20050510
29649	291571	20080528
29651	134484828	20240411
29652	171361	20060707
29655	299196	20061103
29656	310836	20080523
29661	29662	20061106
29664	65183	20050510
29696	300955	20080528
29697	24669	20050510
29698	360616	20050510
29703	246332	20050503
29706	289606	20081011
29720	296137	20080523
29724	24546	20050507
29727	246153	20050510
29729	25136	20050510
29730	24520	20050510
29732	83825	20050510
29736	306792	20131031
29742	65202	20050510
29756	295568	20080220
50517	29619	20050510
50550	29323	20050510
50553	58937	20050508
50562	246333	20050510
50569	29658	20050510
50570	363989	20061108
50571	29660	20050510
50573	29740	20050510
50574	24249	20050510
50575	25497	20050510
50576	24338	20050510
50578	25514	20050510
50579	24807	20050510
50580	309626	20050510
50581	25478	20050510
50582	25416	20050510
50583	311446	20050510
50584	361802	20050827
50586	24185	20050509
50587	25221	20050510
50588	24773	20050510
50589	25624	20050510
50590	24803	20050510
50591	25511	20050510
50593	252924	20050510
50595	25270	20050510
50596	24714	20050510
50597	25280	20050510
50598	25548	20050510
50600	24906	20050510
50601	24968	20050510
50647	29468	20050510
50661	25293	20050510
50666	24959	20050508
50668	24773	20050510
50670	24851	20050510
50673	25620	20050510
50675	24411	20050510
50679	24241	20050510
50680	64444	20050510
50684	79449	20050510
50691	29639	20050510
50694	58853	20050510
50696	29358	20050510
54228	309628	20050510
54229	29557	20150819
54255	29366	20050712
54273	299509	20050510
54274	360543	20060603
54275	117089	20050510
54277	50659	20060420
54280	687008	20071016
54285	25636	20050510
54306	83783	20050510
54307	65185	20050510
54310	361655	20050510
54313	683163	20110126
54316	313067	20071024
54317	499010	20050515
54370	58964	20050510
56283	303746	20050515
56285	297372	20050515
56723	65161	20050510
56728	252899	20050510
56762	117242	20050510
56767	360302	20050512
56779	56781	20061110
56783	108348073	20220310
56818	56817	20050510
57023	498654	20050515
57024	290834	20070420
57031	303068	20080905
57034	301460	20050515
57299	58924	20050503
57303	299757	20070821
57304	50692	20050712
58811	56816	20050509
58816	54231	20050217
58818	25735	20050508
58824	266606	20070922
58825	362112	20061108
58831	64193	20050510
58833	29434	20050510
58836	309275	20080528
58837	29466	20050510
58841	29513	20050510
58843	500418	20080524
58846	29428	20050510
58847	301742	20130205
58848	363854	20150818
58849	83681	20050510
58855	114711	20050510
58858	315711	20080528
58925	50665	20050510
58928	27256	20050510
58929	501502	20080529
58932	289754	20050510
58933	113894	20050515
58938	56819	20050505
58941	60395	20050506
58943	361767	20080523
58951	50678	20050510
58955	25202	20050510
58969	59087	20050606
58972	29648	20050510
58973	299196	20050510
59104	83825	20050510
59111	287765	20050506
59263	24258	20050510
59297	59299	20050510
59298	59299	20050510
59306	305614	20080905
59311	59312	20050510
59321	59322	20050510
60330	29749	20050510
60339	29639	20050503
60340	309513	20061108
60342	100361647	20080528
60348	60349	20050509
60354	60355	20050510
60375	60374	20050510
60380	360721	20050515
60392	24408	20050510
60397	60396	20050510
60400	60417	20050510
60413	113900	20060630
60415	54400	20050510
60419	65207	20050510
60420	83825	20050510
60428	60427	20050503
60429	24896	20061106
60452	24647	20050510
60459	29595	20050510
60461	499660	20080810
60569	54355	20050510
60572	24763	20050507
60573	83823	20050508
60578	289318	20080920
60585	314322	20050510
60588	83817	20050507
60631	83830	20050508
63838	307474	20150818
63841	497757	20050510
63842	50677	20050510
63844	298496	20050515
63853	25075	20050504
63884	63885	20050503
64024	140656	20050510
64034	60391	20050508
64052	24565	20050510
64054	29427	20050509
64197	63847	20050510
64299	25522	20050510
64308	29497	20050510
64309	29497	20050510
64311	24648	20050510
64323	501083	20050515
64346	89842	20050510
64567	360272	20050510
64629	65162	20151103
64676	29691	20050510
65128	29141	20050510
65141	499951	20080524
65143	296709	20050510
65145	64360	20050510
65148	64458	20050510
65149	56780	20050510
65150	64206	20050510
65159	295214	20050510
65163	63866	20050510
65167	56042	20050510
65173	29524	20050510
65174	306659	20080529
65175	307721	20080528
65176	306655	20080528
65177	498918	20060126
65184	64635	20060823
65188	682837	20080711
65240	56725	20050510
65242	25636	20050510
65273	114247	20080904
65279	497794	20050615
78946	64104	20050510
78952	64370	20050510
78953	113917	20050510
78954	65161	20050510
78955	83512	20050510
79427	291849	20080528
79432	171414	20050510
79436	64046	20050509
79439	24664	20050510
79440	29414	20050510
79450	63885	20050510
79460	300057	20050510
79461	56785	20050510
80839	57341	20050510
80842	64016	20050510
80844	79423	20050510
80845	64025	20050510
80847	60579	20050510
80875	114709	20050510
80980	83819	20050510
81711	60357	20050510
81713	64014	20050508
81719	306575	20080528
81720	59116	20050510
81723	364225	20050510
81724	362657	20050515
81731	81730	20050510
81772	103689992	20230516
81915	64104	20050510
81923	360445	20081017
83418	680551	20081004
83419	26296	20050503
83420	29339	20050504
83421	78957	20050505
83423	84494	20050506
83424	50688	20050507
83426	29658	20050510
83520	56029	20100130
83524	116482	20050510
83570	360457	20050510
83573	685781	20071019
83621	313837	20150819
83622	65178	20050510
83625	308444	20060421
83634	65200	20050510
83682	361833	20050908
83710	78947	20050510
83728	689008	20070426
83753	29408	20050510
83793	63864	20050510
83818	683470	20150818
83821	113947	20050510
83822	54133	20050510
83827	171443	20050827
83829	114709	20050827
83831	295234	20080523
83832	80897	20050510
83929	29663	20050606
84025	689560	20080201
84042	287750	20050824
84044	83799	20050510
84047	293060	20061106
84048	60390	20050510
84049	134484828	20050708
84051	56266	20050504
84052	114246	20050505
84053	24188	20050506
84378	79451	20050510
84381	364786	20110604
84413	64020	20050510
84415	56765	20050510
84421	362572	20050510
84425	117089	20050510
84483	301965	20050510
84579	363287	20070821
84581	108348065	20210331
84601	25556	20050510
84602	684755	20131120
84603	29412	20050510
84606	367218	20050506
84610	680174	20080920
85339	361100	20100309
85381	25630	20050510
85422	300652	20070328
85433	365466	20050510
89785	498256	20050625
89863	361722	20061106
94171	300033	20050510
94200	680847	20101124
113881	58812	20050510
113883	56003	20050510
113884	56029	20050510
113885	65133	20050510
113888	94174	20050510
113889	63837	20050510
113890	25424	20050510
113895	29202	20050504
113896	29203	20050505
113897	29338	20050506
113899	65138	20050508
113903	50665	20050504
113904	66031	20050505
113905	24291	20050506
113908	54232	20050510
113909	29224	20050510
113913	29276	20050503
113916	314245	20070512
113920	64351	20050503
113921	294286	20050504
113923	117232	20050505
113924	65157	20050506
113925	81715	20050507
113926	79430	20050508
113928	29395	20050504
113930	29340	20050505
113932	60669	20050503
113933	56725	20050504
113934	29364	20050505
113935	29381	20050506
113939	313052	20090807
113941	79423	20050504
113942	171414	20050827
113943	64016	20050508
113944	58944	20050509
113945	29375	20050510
113946	303004	20050510
113949	29152	20050504
113950	54299	20050505
113951	65165	20050506
113952	65166	20050507
113953	56042	20050508
113954	60336	20050509
113957	58952	20050510
113962	117243	20050510
113963	29237	20050510
113964	50662	20050510
113966	117287	20050510
113967	64305	20050510
113968	58953	20050510
113969	365466	20050510
113971	298521	20050510
113972	29556	20050510
113973	29557	20050510
113974	502317	20050510
113977	64635	20050510
113978	310914	20050510
113979	60377	20050510
113980	60442	20050510
113981	29609	20050510
113982	29622	20050510
113985	25037	20050510
113986	114709	20050510
113987	29634	20050510
113988	25041	20050510
113989	252902	20050510
113991	64519	20050510
113993	24697	20050510
113994	691644	20061007
113996	65193	20050510
113997	65190	20061019
113998	314612	20080910
113999	83783	20050509
114000	66026	20050510
114001	29633	20050510
114003	27137	20050510
114006	114700	20050510
114007	29509	20050510
114008	79110	20050510
114009	65199	20050510
114010	116482	20050510
114011	80897	20050510
114012	85267	20050510
114013	363854	20070510
114014	29345	20050510
114015	295568	20050510
114016	29366	20050510
114019	29536	20050510
114030	25084	20050510
114201	361391	20050510
114204	24390	20050510
114295	78976	20050510
114296	64316	20050510
114297	89868	20050510
114298	81644	20050510
114478	290633	20061108
114497	679906	20071005
114556	361532	20050504
114594	24614	20050503
114631	24854	20050510
114701	63837	20050510
114702	362267	20050510
114703	81002	20050510
114704	29445	20050510
114706	29440	20050510
114707	60352	20050510
114708	58953	20050510
114710	54400	20050510
114840	58968	20050509
114841	289747	20050510
114842	60373	20061108
114843	84382	20050510
114844	60414	20050510
114847	64536	20050509
114848	56084	20050510
114849	680130	20080507
114852	65160	20050510
114853	63864	20050510
114854	291133	20050510
114855	63867	20050510
114857	25559	20050508
115770	497787	20051209
115772	306608	20080528
116473	365963	20080513
116476	303554	20060420
116488	314352	20050503
116503	116489	20050217
116505	309620	20050504
116507	114017	20050505
116559	363265	20081010
116566	24657	20050508
116567	24644	20050509
116570	25380	20050509
116572	24203	20050217
116573	24931	20050510
116574	83616	20050510
116575	24943	20050510
116576	24310	20050510
116577	24172	20050510
116578	25404	20050510
116579	24233	20050510
116580	60450	20050510
116581	25678	20050510
116582	24298	20050510
116583	25316	20050510
116584	116691	20050510
116585	25303	20050510
116586	24192	20050510
116587	25399	20050510
116588	25255	20050510
116594	24618	20050503
116652	682930	20080717
116672	360426	20050503
116678	362036	20051014
116783	25485	20050510
116784	25484	20050510
116785	25132	20050510
116786	25486	20050510
116787	25497	20050510
116788	24834	20050510
116789	24375	20050510
116790	24468	20050510
116791	24864	20050510
116792	24586	20050510
116793	25502	20050510
116794	366468	20080524
116795	25678	20050510
116796	29739	20050510
116797	25283	20050510
116798	24599	20050510
116799	24465	20050510
116800	25579	20050510
116801	24896	20050510
116802	25572	20050510
116803	25560	20050510
116804	24896	20050510
116805	25341	20050510
116806	64846	20050510
116807	24648	20050510
116995	24796	20050217
116997	64546	20050509
116998	689388	20090313
116999	494338	20050503
117000	29402	20050510
117001	688698	20080524
117002	24918	20070510
117003	50683	20050508
117032	25044	20050505
117046	360626	20050504
117047	294853	20050701
117085	78947	20050508
117086	361618	20080523
117090	65200	20050217
117091	29415	20050504
117093	498999	20050505
117094	362550	20080524
117118	25485	20050217
117119	25484	20050510
117120	25132	20050509
117121	25216	20050510
117122	25486	20050510
117123	25497	20050510
117124	24834	20050510
117125	24468	20050510
117126	24864	20050510
117127	24586	20050510
117128	64353	20050510
117129	25502	20050510
117131	313678	20050509
117132	25283	20050510
117133	24599	20050510
117134	24465	20050510
117135	25579	20050510
117136	79431	20050510
117137	24896	20050510
117138	25572	20050510
117139	25560	20050510
117141	25341	20050508
117266	303530	20151104
117511	313641	20151104
117525	25013	20050217
117555	296706	20080610
122972	84023	20050509
140555	367912	20110126
140556	57300	20050510
140637	170667	20071108
140659	64394	20050507
140663	64205	20101026
140664	312787	20050503
140672	29485	20050506
140676	309513	20050509
140677	293886	20070512
140779	24802	20050509
140867	310820	20050506
140927	103689947	20220301
170481	81613	20050510
170497	366964	20050504
170505	681817	20150819
170515	170499	20050510
170518	171522	20070510
170521	293731	20090314
170531	24614	20050217
170544	50549	20110901
170563	54286	20050510
170564	54302	20050510
170565	24329	20050510
170569	58918	20050504
170631	361377	20080904
170669	313581	20111008
170701	114487	20050507
170774	363425	20050217
170836	29642	20050504
170838	54302	20050503
170839	360540	20080810
170903	362464	20100529
171042	364883	20070821
171065	360420	20050505
171066	365972	20050510
171076	60590	20050504
171077	24653	20050505
171110	360389	20070927
171127	690244	20080905
171153	24912	20050510
171294	56822	20050503
171295	81822	20050504
171298	315338	20061108
171300	313504	20080524
171301	364706	20080924
171306	291468	20050510
171308	24896	20050510
171309	306436	20061106
171310	313375	20050510
171311	303592	20080520
171315	298648	20061108
171316	207122	20050510
171319	171562	20050510
171322	25586	20050510
171325	290364	20050510
171326	24551	20050510
171328	690158	20080523
171332	246324	20050506
171340	362052	20050615
171342	286918	20050510
171343	63868	20050510
171345	59317	20050510
171346	64547	20050510
171348	498183	20080529
171349	50692	20050510
171354	25242	20050510
171359	291005	20061106
171364	498331	20050510
171367	24503	20050504
171368	54348	20050505
171370	298510	20050510
171372	365398	20051209
171376	288533	20061108
171377	363875	20050510
171399	499010	20050515
171448	116500	20050503
171450	64159	20050510
171550	360616	20050505
171555	310395	20080321
171557	306804	20080925
171570	304944	20070822
171578	303887	20060219
192151	171068	20050510
192214	415089	20080904
192219	317435	20071019
192240	297081	20050217
192244	84411	20050506
192266	120093082	20220719
192353	291772	20050506
207125	29376	20071026
245710	65040	20150115
245923	245922	20050507
245954	114766	20050503
245964	100360501	20110212
246045	298992	20050509
246052	308875	20060223
246053	25369	20050507
246054	679837	20070327
246061	64315	20050507
246070	293989	20120925
246076	499171	20080524
246078	308870	20050508
246096	83783	20050217
246218	290796	20080904
246251	306600	20090711
246270	366277	20080904
246300	353229	20050510
246340	500318	20090314
246345	361324	20050510
246348	24690	20070228
246353	83823	20050510
246355	170566	20050510
246356	170567	20050510
246357	298657	20080910
246359	192360	20071024
246360	192254	20050503
246361	103691034	20150218
246362	314856	20080910
246363	29564	20050508
246364	25459	20050510
246365	24455	20050510
246366	24458	20050510
246367	24461	20050510
246368	24463	20050510
246369	24903	20050510
246370	29332	20050510
246371	25520	20050510
246372	29173	20050510
246373	29188	20050510
246374	303554	20050510
246375	65138	20050510
246376	64702	20050510
246377	66026	20050510
246378	78972	20050510
246379	81678	20050510
246380	25433	20050510
246381	362817	20050510
246382	64678	20050510
252888	25133	20230127
252896	252959	20080904
252901	313648	20080514
252926	360543	20050916
252927	286953	20090430
252936	295596	20151103
252943	304277	20080904
252944	287703	20050503
257637	116839	20050510
257650	192350	20220315
259168	305235	20051113
259202	304218	20080528
259204	300726	20050510
259245	298107	20230215
259246	298109	20230215
260322	89807	20050505
266718	499022	20080904
266728	289481	20050503
266739	685229	20050505
266763	292657	20051020
266765	289369	20091217
280663	25485	20050503
282814	117242	20050510
282815	117242	20050510
282816	117242	20050510
286760	306459	20050505
286890	117557	20051020
286891	83788	20050504
286893	100312735	20210602
286902	114709	20050508
286903	500901	20071019
286907	369017	20050505
286909	94269	20051129
286929	25642	20070928
286935	24314	20050217
286955	297439	20060214
286966	307582	20070210
286980	286986	20151103
287021	291103	20050506
287040	497856	20050510
287074	102551846	20151107
287104	681033	20080703
287114	681359	20080520
287118	29541	20050510
287121	681418	20090105
287123	685059	20080703
287137	287136	20050217
287139	114862	20050510
287142	287136	20050510
287144	114862	20050510
287153	494223	20070224
287157	102555298	20151027
287189	497882	20050504
287203	29705	20050510
287224	286934	20050510
287250	102555243	20150729
287253	113894	20050510
287274	100910318	20230214
287281	83529	20050510
287304	102555723	20151107
287306	690898	20080523
287353	338458	20151103
287389	691506	20090124
287395	363618	20100202
287399	117251	20060421
287438	687643	20050510
287439	363633	20050510
287440	691976	20080524
287460	691992	20070509
287505	680358	20050510
287546	24599	20050503
287551	102556087	20150729
287563	688605	20050510
287577	60581	20050510
287578	60581	20050510
287620	287618	20050510
287621	103693419	20080910
287636	29393	20050507
287652	691075	20080916
287664	29282	20050510
287682	680071	20080923
287736	100361389	20120626
287752	24882	20050217
287760	498012	20050510
287809	287813	20050508
287810	501742	20050509
287832	113958	20050510
287878	690585	20090105
287900	100910318	20050504
287905	360570	20100203
287908	287561	20050510
287913	501714	20050510
287915	24411	20050510
287916	24242	20050510
287958	680266	20080923
288007	64023	20050510
288040	689116	20151027
288043	498096	20050510
288058	102551408	20210331
288068	408215	20050510
288070	498087	20151107
288072	408214	20050510
288094	100362538	20120626
288132	360712	20100202
288146	679731	20080703
288210	29202	20050510
288234	360704	20050217
288253	100360017	20151027
288276	245924	20050510
288298	501768	20050510
288314	498045	20050510
288340	680121	20050510
288366	501776	20050508
288373	689074	20090124
288379	688951	20100202
288407	501791	20050510
288424	691282	20050510
288434	686119	20050510
288435	686100	20050510
288436	686085	20050510
288437	501791	20050510
288438	686061	20050510
288460	498198	20050510
288463	498196	20050510
288469	690516	20080703
288485	102555274	20151107
288509	680006	20080923
288513	100361517	20151110
288524	100910733	20050510
288552	100910669	20080923
288554	686899	20100128
288566	102546903	20050510
288568	100910669	20210306
288574	686837	20150729
288594	363903	20050510
288598	368002	20081218
288625	100363065	20151027
288644	363915	20090124
288653	689820	20090124
288670	373066	20050509
288698	83620	20050606
288709	117241	20050510
288726	360827	20050510
288781	362817	20050510
288786	81008	20050510
288805	288803	20170804
288900	102554034	20150729
288974	297846	20101104
289040	304809	20080923
289058	155012	20050510
289073	114022	20050510
289096	192362	20060422
289113	689412	20050510
289120	25119	20050510
289160	364033	20050510
289182	100359982	20110326
289209	498275	20050510
289220	445268	20050504
289226	64025	20050507
289262	100360457	20151027
289266	689102	20080923
289297	691592	20050505
289314	100361558	20200129
289331	690288	20120626
289347	63995	20050510
289377	498316	20050509
289436	689615	20050510
289446	683045	20090125
289460	498331	20050701
289471	360912	20120626
289485	498333	20080903
289537	286989	20050510
289543	501907	20050217
289575	25267	20050510
289579	83835	20050510
289597	289596	20050504
289598	289596	20050505
289628	89809	20050506
289700	360945	20090125
289714	282585	20050510
289738	305475	20090125
289784	685909	20090828
289826	286932	20050508
289832	29374	20050217
289835	680121	20050510
289848	63868	20050510
289873	498434	20050510
289885	501901	20050509
289899	498434	20050510
289902	688912	20080923
289918	102547093	20150729
289935	361014	20070222
290034	290032	20050510
290035	474169	20050510
290078	690839	20071109
290084	691252	20071109
290098	290071	20071023
290165	685051	20120626
290187	691091	20071109
290204	691393	20080923
290213	501996	20050509
290215	100362547	20151028
290216	445271	20050504
290218	691464	20080923
290220	691478	20080923
290253	408209	20050510
290256	29269	20050504
290275	394266	20050503
290285	691814	20080817
290301	305940	20090125
290311	691375	20090125
290390	103693740	20050510
290415	692021	20150728
290449	692035	20050510
290463	100363428	20150729
290489	361091	20150729
290491	680220	20050510
290494	680445	20081001
290497	680794	20050510
290559	100363145	20100920
290573	364514	20090125
290578	290577	20090125
290583	102552466	20210306
290584	120097480	20050505
290621	685723	20080927
290624	498601	20050510
290643	688540	20080927
290665	689029	20080927
290671	100911483	20230520
290675	306365	20131213
290694	678743	20080905
290726	100910087	20230127
290742	502083	20050510
290764	685829	20100218
290765	100361947	20120919
290773	100910977	20050510
290790	100910088	20150813
290804	679897	20050510
290806	290805	20151027
290857	613223	20050510
290859	613224	20050510
290860	613225	20050510
290863	100362580	20050510
290879	688913	20090125
290950	499563	20081218
290961	89830	20050510
290973	680718	20050504
290974	290975	20131031
290978	498690	20050506
291018	100361383	20151029
291035	364685	20050506
291063	498731	20050510
291080	689623	20090125
291097	64826	20050510
291116	502122	20050510
291140	679784	20080923
291143	502125	20050510
291188	681373	20130405
291205	685250	20100716
291249	103690071	20150729
291266	689872	20120626
291275	689815	20080905
291332	100361092	20150729
291345	498781	20131213
291346	102549174	20150729
291369	100360412	20140713
291415	100911462	20150521
291435	498885	20050510
291455	498869	20050510
291466	100362233	20130404
291523	103694238	20150729
291525	680172	20080502
291536	498881	20230211
291545	103694267	20150729
291568	24629	20050508
291570	25400	20050510
291646	108348201	20230128
291651	680020	20080515
291686	102552870	20150813
291710	686074	20050510
291731	100360334	20120914
291740	81764	20050507
291815	84019	20150728
291818	680987	20090126
291860	689249	20080905
291917	680913	20050505
291928	25479	20050503
291943	102550668	20150729
291982	361399	20080916
292014	100910419	20150728
292018	690662	20050510
292057	691275	20111018
292083	102552838	20140415
292084	691650	20050510
292116	361402	20050615
292173	689030	20080507
292209	499006	20071109
292247	103691067	20120626
292259	103690975	20150729
292262	361473	20080923
292330	100361492	20230127
292335	367461	20050508
292393	685793	20210306
292410	690158	20080523
292415	690230	20050509
292428	494229	20050504
292453	679782	20071109
292489	690661	20080923
292523	100912456	20050428
292529	494230	20050217
292538	369016	20050503
292568	690180	20050510
292596	100912286	20151028
292603	120099576	20210310
292604	108349838	20050509
292618	501233	20050509
292645	691810	20090112
292662	103691045	20150728
292664	24257	20050519
292674	680493	20090126
292675	499391	20050510
292693	680465	20090126
292703	170849	20050510
292743	102553565	20150729
292752	113940	20050503
292784	100359836	20120920
292800	494528	20050510
292803	689637	20090126
292813	689639	20100428
292824	690284	20050510
292853	408210	20050510
292861	690645	20091218
292873	102553035	20210331
292929	502338	20050510
292997	100361269	20120914
293001	499174	20080923
293015	365057	20130413
293022	102557554	20150729
293041	361597	20090105
293043	361596	20081223
293072	293070	20230708
293089	103691193	20050508
293145	685076	20090105
293159	361618	20050510
293162	499249	20090126
293169	691255	20050510
293178	691015	20050510
293180	365352	20210820
293182	29292	20050510
293264	689064	20050510
293265	24440	20050510
293269	293268	20050503
293293	293294	20080923
293386	103691202	20150729
293409	691042	20100206
293474	361646	20090126
293487	691797	20050510
293501	691842	20080924
293511	102554302	20230127
293516	499270	20090126
293534	691970	20150728
293539	117249	20130214
293542	499256	20050510
293571	100360606	20150821
293639	404660	20050504
293643	171093	20050506
293657	361698	20050510
293662	474154	20050510
293672	689349	20080923
293682	689397	20080923
293689	120097389	20230127
293697	102548507	20150728
293720	690349	20080703
293723	102551660	20151029
293726	191572	20090126
293777	691074	20050510
293826	361586	20130416
293831	29150	20050510
293851	116491	20050503
293859	690282	20050510
293882	680671	20100428
293913	100362263	20150728
293924	171361	20050510
293925	689600	20220318
293955	368128	20081010
293957	688811	20080817
293963	103691307	20150728
293975	679990	20080507
294016	100363253	20140713
294067	680354	20080521
294100	103691344	20150728
